Name,CMP Rs.,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Qtr Sales Var %,ROCE %,Sales Rs.Cr.,ROE %,Sales growth %,Profit growth %,No. of Share Holders,Sales Var 3Yrs %,EPS 12M Rs.,EV / EBITDA,RSI
Vedanta,370.50,144879.90,11.80,4876.00,76.20,10.06,20.91,148022.00,10.49,1.28,138.51,1999975.00,17.76,33.58,4.95,27.58
